name,area,created_at,current_price,change_rate,road_address,latitude,longitude,variants,price_2024,image,price_2022,price_2023,price_2025
쌍용대치2,120.76,2024-01-01 00:00:00,335000.0,,영동대로 220,37.4999239843615,127.070627671886,"[{'전용면적(㎡)': 120.76, '거래금액(만원)': 335000.0}, {'전용면적(㎡)': 84.49, '거래금액(만원)': 272000.0}]",335000.0,,,,
"쌍용대치아파트1동,2동,3동,5동,6동",148.8,2024-01-01 00:00:00,394000.0,,영동대로 210,37.4988556676427,127.071367051995,"[{'전용면적(㎡)': 148.8, '거래금액(만원)': 394000.0}, {'전용면적(㎡)': 128.03, '거래금액(만원)': 370000.0}, {'전용면적(㎡)': 83.56, '거래금액(만원)': 292500.0}]",394000.0,,,,
쌍용플래티넘,154.77,2023-01-01 00:00:00,253000.0,,봉은사로 474,37.5123672407678,127.052026639291,"[{'전용면적(㎡)': 154.77, '거래금액(만원)': 253000.0}, {'전용면적(㎡)': 152.25, '거래금액(만원)': 250000.0}]",,,,253000.0,
썬-타워빌딩,23.72,2022-01-01 00:00:00,67352.0,,도산대로 225,37.5210921879785,127.031387468417,"[{'전용면적(㎡)': 23.72, '거래금액(만원)': 67352.0}, {'전용면적(㎡)': 16.4, '거래금액(만원)': 46534.0}]",,,67352.0,,
씨티2차(201동),133.95,2023-01-01 00:00:00,350000.0,,선릉로190길 92,37.5283490190867,127.049154784297,"[{'전용면적(㎡)': 133.95, '거래금액(만원)': 350000.0}]",,,,350000.0,
씨티2차(202동),115.1,2024-01-01 00:00:00,355000.0,,선릉로190길 90,37.528436926423,127.04879360982,"[{'전용면적(㎡)': 115.1, '거래금액(만원)': 355000.0}]",355000.0,,,,
아노스카운트빌라트,178.36,2023-01-01 00:00:00,250000.0,-12.0,도산대로61길 13,37.5248453479827,127.042761030216,"[{'전용면적(㎡)': 178.36, '거래금액(만원)': 250000.0}, {'전용면적(㎡)': 227.59, '거래금액(만원)': 220000.0}]",220000.0,,,250000.0,
아델하우스,211.6,2023-01-01 00:00:00,480000.0,,학동로82길 29,37.5170271385081,127.052442518846,"[{'전용면적(㎡)': 211.6, '거래금액(만원)': 480000.0}]",,,,480000.0,
아름빌(889-74),30.46,2024-01-01 00:00:00,30000.0,,선릉로86길 11,37.5034040395308,127.050586603895,"[{'전용면적(㎡)': 30.46, '거래금액(만원)': 30000.0}]",30000.0,,,,
아셈,83.65,2024-01-01 00:00:00,197500.0,,영동대로112길 22,37.5151177851468,127.062003253862,"[{'전용면적(㎡)': 83.65, '거래금액(만원)': 197500.0}]",197500.0,,,,
아이파크,195.388,2024-01-01 00:00:00,779000.0,40.36,영동대로 640,37.5183982498328,127.059549285144,"[{'전용면적(㎡)': 195.388, '거래금액(만원)': 779000.0}, {'전용면적(㎡)': 175.052, '거래금액(만원)': 635000.0}, {'전용면적(㎡)': 156.857, '거래금액(만원)': 628000.0}, {'전용면적(㎡)': 145.046, '거래금액(만원)': 600000.0}, {'전용면적(㎡)': 167.72, '거래금액(만원)': 555000.0}]",779000.0,,,555000.0,
아카데미스위트1,164.87,2024-01-01 00:00:00,347800.0,43.13,언주로30길 21,37.4888657676631,127.052014632509,"[{'전용면적(㎡)': 164.87, '거래금액(만원)': 347800.0}, {'전용면적(㎡)': 128.74, '거래금액(만원)': 243000.0}, {'전용면적(㎡)': 122.07, '거래금액(만원)': 220000.0}, {'전용면적(㎡)': 83.0, '거래금액(만원)': 189500.0}]",347800.0,,243000.0,,
아크로힐스논현,113.087,2024-01-01 00:00:00,327500.0,21.95,언주로 604,37.5095303215604,127.038421201117,"[{'전용면적(㎡)': 113.087, '거래금액(만원)': 327500.0}, {'전용면적(㎡)': 84.013, '거래금액(만원)': 249000.0}]",300000.0,,246000.0,,
아펠바움,241.83,2024-01-01 00:00:00,750000.0,,영동대로114길 72,37.5180521780537,127.06501051747,"[{'전용면적(㎡)': 241.83, '거래금액(만원)': 750000.0}]",750000.0,,,,
알파임하우스1,242.16,2023-01-01 00:00:00,550000.0,,언주로164길 20,37.5253009717156,127.035152314718,"[{'전용면적(㎡)': 242.16, '거래금액(만원)': 550000.0}]",,,,550000.0,
압구정대원칸타빌아파트,113.31,2024-01-01 00:00:00,214000.0,13.83,압구정로48길 15,37.5275289588427,127.037245042224,"[{'전용면적(㎡)': 113.31, '거래금액(만원)': 214000.0}, {'전용면적(㎡)': 97.08, '거래금액(만원)': 188000.0}, {'전용면적(㎡)': 84.85, '거래금액(만원)': 170000.0}, {'전용면적(㎡)': 59.73, '거래금액(만원)': 124000.0}]",214000.0,,188000.0,,
압구정하이츠파크,213.05,2023-01-01 00:00:00,605000.0,,압구정로42길 78,37.5240486607851,127.033632106831,"[{'전용면적(㎡)': 213.05, '거래금액(만원)': 605000.0}, {'전용면적(㎡)': 184.02, '거래금액(만원)': 500000.0}]",,,,605000.0,
에비뉴나인티,49.61,2022-01-01 00:00:00,156200.0,,도산대로59길 24,37.5251935763865,127.042536331242,"[{'전용면적(㎡)': 49.61, '거래금액(만원)': 156200.0}]",,,156200.0,,
에스케이허브젠,84.99,2023-01-01 00:00:00,96000.0,,역삼로 109,37.493685521392,127.031000004311,"[{'전용면적(㎡)': 84.99, '거래금액(만원)': 96000.0}]",,,,96000.0,
엘에이치삼성도시형생활주택,27.75,2022-01-01 00:00:00,41000.0,,영동대로112길 46,37.5155073940497,127.064002282904,"[{'전용면적(㎡)': 27.75, '거래금액(만원)': 41000.0}]",,,41000.0,,
역삼2차아이파크,84.891,2022-01-01 00:00:00,266000.0,-26.69,도곡로57길 12,37.4966694379764,127.051287708663,"[{'전용면적(㎡)': 84.891, '거래금액(만원)': 266000.0}, {'전용면적(㎡)': 59.368, '거래금액(만원)': 195000.0}]",195000.0,,266000.0,218000.0,
역삼I'PARK,131.38,2022-01-01 00:00:00,360000.0,-11.11,역삼로 307,37.4990489022234,127.044876444798,"[{'전용면적(㎡)': 131.38, '거래금액(만원)': 360000.0}, {'전용면적(㎡)': 144.641, '거래금액(만원)': 340000.0}, {'전용면적(㎡)': 116.285, '거래금액(만원)': 324000.0}, {'전용면적(㎡)': 28.246, '거래금액(만원)': 86700.0}]",320000.0,,360000.0,340000.0,
역삼동우정에쉐르1,71.78,2024-01-01 00:00:00,81000.0,,테헤란로4길 32,37.4963007308943,127.030160531629,"[{'전용면적(㎡)': 71.78, '거래금액(만원)': 81000.0}, {'전용면적(㎡)': 57.98, '거래금액(만원)': 68000.0}]",81000.0,,,,
역삼동칼라,95.3,2024-01-01 00:00:00,85000.0,68.32,논현로101길 6,37.5047574721307,127.034481968853,"[{'전용면적(㎡)': 95.3, '거래금액(만원)': 85000.0}, {'전용면적(㎡)': 60.66, '거래금액(만원)': 50500.0}]",85000.0,,,50500.0,
역삼동하나빌,33.37,2023-01-01 00:00:00,39000.0,,봉은사로 312,37.5092242727112,127.04129206423,"[{'전용면적(㎡)': 33.37, '거래금액(만원)': 39000.0}]",,,,39000.0,
역삼디오슈페리움,84.34,2024-01-01 00:00:00,125300.0,13.91,강남대로 324,37.4921449015471,127.030953005686,"[{'전용면적(㎡)': 84.34, '거래금액(만원)': 125300.0}]",125300.0,,,110000.0,
역삼래미안,80.87,2022-01-01 00:00:00,279500.0,-20.04,선릉로69길 19,37.4981263526043,127.050691041401,"[{'전용면적(㎡)': 80.87, '거래금액(만원)': 279500.0}, {'전용면적(㎡)': 59.4, '거래금액(만원)': 227000.0}]",223500.0,,279500.0,,
역삼르비앙1,152.58,2023-01-01 00:00:00,138000.0,,도곡로11길 13,37.4917833584137,127.035338217513,"[{'전용면적(㎡)': 152.58, '거래금액(만원)': 138000.0}]",,,,138000.0,
역삼센트럴2차아이파크,19.685,2023-01-01 00:00:00,52500.0,,역삼로 307-1,37.4999903769676,127.04647292863,"[{'전용면적(㎡)': 19.685, '거래금액(만원)': 52500.0}]",,,,52500.0,
역삼엔스위트1,90.15,2022-01-01 00:00:00,70000.0,,언주로103길 16,37.5066600072865,127.038645816249,"[{'전용면적(㎡)': 90.15, '거래금액(만원)': 70000.0}]",,,70000.0,,
역삼엔스위트102동,107.3,2022-01-01 00:00:00,128000.0,,언주로103길 14,37.5067207625412,127.03883664685,"[{'전용면적(㎡)': 107.3, '거래금액(만원)': 128000.0}]",,,128000.0,,
역삼우정에쉐르2,49.38,2022-01-01 00:00:00,74000.0,-6.76,테헤란로48길 10,37.502652453062,127.045872920554,"[{'전용면적(㎡)': 49.38, '거래금액(만원)': 74000.0}, {'전용면적(㎡)': 43.17, '거래금액(만원)': 65500.0}]",69000.0,,74000.0,,
역삼자이,114.5958,2022-01-01 00:00:00,340000.0,-15.59,언주로 420,37.500962635548,127.044168622231,"[{'전용면적(㎡)': 114.5958, '거래금액(만원)': 340000.0}, {'전용면적(㎡)': 84.993, '거래금액(만원)': 287000.0}, {'전용면적(㎡)': 59.9977, '거래금액(만원)': 230000.0}]",287000.0,,340000.0,,
역삼카이스아파트,100.8,2024-01-01 00:00:00,129000.0,,도곡로7길 23,37.4920785277657,127.03411429078,"[{'전용면적(㎡)': 100.8, '거래금액(만원)': 129000.0}]",129000.0,,,,
역삼푸르지오,84.9097,2024-01-01 00:00:00,276000.0,,언주로 332,37.4982223264358,127.047395413884,"[{'전용면적(㎡)': 84.9097, '거래금액(만원)': 276000.0}, {'전용면적(㎡)': 59.8848, '거래금액(만원)': 230000.0}]",276000.0,,,,
연세리버빌3,243.21,2022-01-01 00:00:00,526000.0,,선릉로190길 84,37.5284780233551,127.048327982849,"[{'전용면적(㎡)': 243.21, '거래금액(만원)': 526000.0}]",,,526000.0,,
연세청담파크빌,242.34,2022-01-01 00:00:00,290000.0,,삼성로140길 35,37.5221898131705,127.051377910757,"[{'전용면적(㎡)': 242.34, '거래금액(만원)': 290000.0}]",,,290000.0,,
연세힐하우스1,187.73,2022-01-01 00:00:00,300000.0,,압구정로71길 30-11,37.528443324562,127.047464532933,"[{'전용면적(㎡)': 187.73, '거래금액(만원)': 300000.0}]",,,300000.0,,
요진보네르,129.24,2022-01-01 00:00:00,106000.0,,학동로5길 20,37.5130939336375,127.022975681029,"[{'전용면적(㎡)': 129.24, '거래금액(만원)': 106000.0}]",,,106000.0,,
요진와이시티미니,12.1,2023-01-01 00:00:00,18900.0,,역삼로25길 21,37.4975231419043,127.039302207331,"[{'전용면적(㎡)': 12.1, '거래금액(만원)': 18900.0}]",,,,17000.0,
우림루미아트,127.82,2022-01-01 00:00:00,178800.0,,봉은사로81길 8,37.5138211749551,127.054264973446,"[{'전용면적(㎡)': 127.82, '거래금액(만원)': 178800.0}]",,,178800.0,,
우림루미아트1,24.0,2023-01-01 00:00:00,21700.0,5.85,언주로90길 6,37.5021956447026,127.043730774192,"[{'전용면적(㎡)': 24.0, '거래금액(만원)': 21700.0}]",,,20500.0,21700.0,
우림루미아트2,23.66,2024-01-01 00:00:00,21000.0,,언주로90길 4,37.5021422809208,127.043552508746,"[{'전용면적(㎡)': 23.66, '거래금액(만원)': 21000.0}]",21000.0,,,,
우민,74.758,2022-01-01 00:00:00,135000.0,,언주로136길 21,37.5178497131317,127.03738750871,"[{'전용면적(㎡)': 74.758, '거래금액(만원)': 135000.0}]",,,135000.0,,
우성,102.0,2023-01-01 00:00:00,90000.0,,강남대로120길 58,37.5075545422443,127.028053349725,"[{'전용면적(㎡)': 102.0, '거래금액(만원)': 90000.0}]",,,,90000.0,
우성4,152.74,2024-01-01 00:00:00,400000.0,,언주로 117,37.4864661840624,127.050396079152,"[{'전용면적(㎡)': 152.74, '거래금액(만원)': 400000.0}, {'전용면적(㎡)': 126.46, '거래금액(만원)': 367000.0}, {'전용면적(㎡)': 84.6, '거래금액(만원)': 283000.0}]",400000.0,,,,
우성7,83.69,2022-01-01 00:00:00,250000.0,-4.4,개포로110길 15,37.4932437695434,127.079114775367,"[{'전용면적(㎡)': 83.69, '거래금액(만원)': 250000.0}, {'전용면적(㎡)': 68.39, '거래금액(만원)': 201000.0}]",239000.0,,250000.0,,
우성8,79.61,2022-01-01 00:00:00,240000.0,,개포로 411,37.4885748916117,127.062319621466,"[{'전용면적(㎡)': 79.61, '거래금액(만원)': 240000.0}]",,,240000.0,,
우성사원5,78.99,2022-01-01 00:00:00,234000.0,,언주로29길 34,37.486268493442,127.047594324939,"[{'전용면적(㎡)': 78.99, '거래금액(만원)': 234000.0}, {'전용면적(㎡)': 70.89, '거래금액(만원)': 230000.0}]",,,234000.0,,
우성아파트,84.7,2024-01-01 00:00:00,136500.0,,삼성로147길 22,37.5217212065328,127.046814458587,"[{'전용면적(㎡)': 84.7, '거래금액(만원)': 136500.0}]",136500.0,,,,
우성캐릭터199,164.97,2022-01-01 00:00:00,317500.0,-30.71,언주로 118,37.4869159664401,127.051855548139,"[{'전용면적(㎡)': 164.97, '거래금액(만원)': 317500.0}, {'전용면적(㎡)': 132.94, '거래금액(만원)': 220000.0}]",,,317500.0,220000.0,
우성캐릭터빌,167.74,2024-01-01 00:00:00,215000.0,,언주로 122,37.487082477134,127.051017587398,"[{'전용면적(㎡)': 167.74, '거래금액(만원)': 215000.0}]",215000.0,,,,
우정에쉐르,131.0534,2022-01-01 00:00:00,210000.0,,선릉로130길 33,37.5171510991381,127.04434885307,"[{'전용면적(㎡)': 131.0534, '거래금액(만원)': 210000.0}]",,,210000.0,,
우정에쉐르3,39.94,2024-01-01 00:00:00,64000.0,,언주로86길 25,37.5024828995605,127.045130245839,"[{'전용면적(㎡)': 39.94, '거래금액(만원)': 64000.0}]",64000.0,,,,
우정에쉐르멤버스,36.37,2023-01-01 00:00:00,58700.0,1.21,선릉로87길 14,37.5031158483353,127.048338094575,"[{'전용면적(㎡)': 36.37, '거래금액(만원)': 58700.0}]",,,58000.0,58700.0,
우찬,59.78,2023-01-01 00:00:00,64000.0,,압구정로18길 14-12,37.5236915419064,127.023846828365,"[{'전용면적(㎡)': 59.78, '거래금액(만원)': 64000.0}]",,,,64000.0,
우찬현대(1260-4),137.82,2023-01-01 00:00:00,149000.0,,개포로31길 9-5,37.4795541811187,127.049125065343,"[{'전용면적(㎡)': 137.82, '거래금액(만원)': 149000.0}]",,,,149000.0,
유로미아파트A동,111.62,2022-01-01 00:00:00,165000.0,,압구정로14길 16,37.5233364424518,127.023010835943,"[{'전용면적(㎡)': 111.62, '거래금액(만원)': 165000.0}]",,,165000.0,,
은마,84.43,2024-01-01 00:00:00,295000.0,,삼성로 212,37.4996157705058,127.065915414443,"[{'전용면적(㎡)': 84.43, '거래금액(만원)': 295000.0}, {'전용면적(㎡)': 76.79, '거래금액(만원)': 280000.0}]",295000.0,,,,
은하수,67.14,2022-01-01 00:00:00,180000.0,-11.11,언주로70길 24,37.4972331780267,127.04767795468,"[{'전용면적(㎡)': 67.14, '거래금액(만원)': 180000.0}, {'전용면적(㎡)': 69.99, '거래금액(만원)': 160000.0}]",,,180000.0,160000.0,
이니그마빌,244.77,2023-01-01 00:00:00,600000.0,,압구정로62길 17-4,37.5255598168792,127.043571322697,"[{'전용면적(㎡)': 244.77, '거래금액(만원)': 600000.0}]",,,,600000.0,
이산,46.06,2022-01-01 00:00:00,31000.0,,논현로111길 34,37.5072036650895,127.030693549212,"[{'전용면적(㎡)': 46.06, '거래금액(만원)': 31000.0}]",,,31000.0,,
이스턴오피스텔,14.78,2022-01-01 00:00:00,19500.0,-6.15,테헤란로14길 13,37.4985493670374,127.033524543049,"[{'전용면적(㎡)': 14.78, '거래금액(만원)': 19500.0}]",,,19500.0,18300.0,
이안애빌,106.89,2022-01-01 00:00:00,177000.0,,봉은사로68길 65,37.5085915056558,127.053408394132,"[{'전용면적(㎡)': 106.89, '거래금액(만원)': 177000.0}]",,,177000.0,,
제이빌,52.54,2022-01-01 00:00:00,71000.0,-29.58,학동로43길 30,37.5180817984942,127.037993252369,"[{'전용면적(㎡)': 52.54, '거래금액(만원)': 71000.0}, {'전용면적(㎡)': 36.53, '거래금액(만원)': 50000.0}, {'전용면적(㎡)': 31.22, '거래금액(만원)': 37500.0}]",,,71000.0,50000.0,
조이너스도곡,84.98,2024-01-01 00:00:00,126000.0,,강남대로48길 24,37.4869918676067,127.035109594248,"[{'전용면적(㎡)': 84.98, '거래금액(만원)': 126000.0}, {'전용면적(㎡)': 81.45, '거래금액(만원)': 100000.0}]",126000.0,,,,
중명하니빌,30.58,2022-01-01 00:00:00,49500.0,-13.13,남부순환로365길 5,37.4859023248252,127.038984502447,"[{'전용면적(㎡)': 30.58, '거래금액(만원)': 49500.0}, {'전용면적(㎡)': 33.12, '거래금액(만원)': 43000.0}, {'전용면적(㎡)': 22.78, '거래금액(만원)': 30000.0}]",43000.0,,49500.0,37000.0,
지고하임(101동),80.4,2023-01-01 00:00:00,85000.0,,학동로9길 21,37.5135751817093,127.023776082507,"[{'전용면적(㎡)': 80.4, '거래금액(만원)': 85000.0}]",,,,85000.0,
지고하임(102동),77.61,2024-01-01 00:00:00,127500.0,,강남대로136길 40,37.5137322499574,127.023660307349,"[{'전용면적(㎡)': 77.61, '거래금액(만원)': 127500.0}]",127500.0,,,,
지석천평대,59.77,2022-01-01 00:00:00,62000.0,-4.84,논현로71길 48,37.4941571429109,127.035667835663,"[{'전용면적(㎡)': 59.77, '거래금액(만원)': 62000.0}, {'전용면적(㎡)': 63.03, '거래금액(만원)': 59000.0}]",,,62000.0,59000.0,
진넥스빌2,29.44,2023-01-01 00:00:00,26000.0,,언주로86길 7,37.5017761414894,127.043959880694,"[{'전용면적(㎡)': 29.44, '거래금액(만원)': 26000.0}, {'전용면적(㎡)': 23.85, '거래금액(만원)': 23000.0}]",,,,26000.0,
진흥아마란스,175.64,2022-01-01 00:00:00,183000.0,,언주로157길 23,37.5236826725751,127.031001551796,"[{'전용면적(㎡)': 175.64, '거래금액(만원)': 183000.0}]",,,183000.0,,
진흥아파트,207.82,2024-01-01 00:00:00,458000.0,23.78,학동로88길 5,37.5187249189718,127.052194055874,"[{'전용면적(㎡)': 207.82, '거래금액(만원)': 458000.0}, {'전용면적(㎡)': 170.01, '거래금액(만원)': 390000.0}, {'전용면적(㎡)': 180.67, '거래금액(만원)': 370000.0}, {'전용면적(㎡)': 145.69, '거래금액(만원)': 333500.0}, {'전용면적(㎡)': 109.31, '거래금액(만원)': 257500.0}, {'전용면적(㎡)': 104.31, '거래금액(만원)': 250000.0}]",458000.0,,,370000.0,
채널리저브,84.94,2022-01-01 00:00:00,181000.0,-20.44,삼성로 517,37.5079854660981,127.055223583203,"[{'전용면적(㎡)': 84.94, '거래금액(만원)': 181000.0}]",,,181000.0,144000.0,
청구아파트,84.99,2024-01-01 00:00:00,230000.0,,영동대로128길 5,37.520148872145,127.058156132905,"[{'전용면적(㎡)': 84.99, '거래금액(만원)': 230000.0}]",230000.0,,,,
"청담2차이-편한세상(201동,202동,203동)",113.21,2024-01-01 00:00:00,240000.0,26.32,도산대로70길 25,37.5216951404856,127.045500413098,"[{'전용면적(㎡)': 113.21, '거래금액(만원)': 240000.0}, {'전용면적(㎡)': 107.18, '거래금액(만원)': 225000.0}, {'전용면적(㎡)': 101.7, '거래금액(만원)': 221000.0}, {'전용면적(㎡)': 84.41, '거래금액(만원)': 190000.0}]",240000.0,,,190000.0,
청담2차이-편한세상(204동),89.13,2023-01-01 00:00:00,185000.0,,도산대로70길 43,37.5206217657868,127.04505655428,"[{'전용면적(㎡)': 89.13, '거래금액(만원)': 185000.0}]",,,,185000.0,
청담2차이-편한세상(205동),84.79,2024-01-01 00:00:00,180000.0,,도산대로78길 51,37.5207560251981,127.046196893999,"[{'전용면적(㎡)': 84.79, '거래금액(만원)': 180000.0}]",180000.0,,,,
청담3차이-편한세상(301동),84.09,2024-01-01 00:00:00,180000.0,11.8,선릉로132길 54,37.5185835595876,127.045648743939,"[{'전용면적(㎡)': 84.09, '거래금액(만원)': 180000.0}]",180000.0,,,161000.0,
청담4차이-편한세상,136.41,2023-01-01 00:00:00,265000.0,-17.74,학동로73길 33,37.5208540179734,127.046974322468,"[{'전용면적(㎡)': 136.41, '거래금액(만원)': 265000.0}, {'전용면적(㎡)': 84.57, '거래금액(만원)': 218000.0}]",218000.0,,,265000.0,
청담8차상지리츠빌,203.47,2023-01-01 00:00:00,385000.0,,도산대로83길 22,37.5258514795169,127.048628454975,"[{'전용면적(㎡)': 203.47, '거래금액(만원)': 385000.0}]",,,,385000.0,
청담CJ빌리지,159.94,2022-01-01 00:00:00,245000.0,,도산대로99길 42,37.5267792910082,127.049806401402,"[{'전용면적(㎡)': 159.94, '거래금액(만원)': 245000.0}]",,,245000.0,,
청담건영,84.595,2024-01-01 00:00:00,350000.0,,도산대로89길 49,37.5275736339667,127.052262895257,"[{'전용면적(㎡)': 84.595, '거래금액(만원)': 350000.0}]",350000.0,,,,
청담그랑빌,95.41,2023-01-01 00:00:00,118000.0,,학동로77길 5,37.519079286542,127.049033095957,"[{'전용면적(㎡)': 95.41, '거래금액(만원)': 118000.0}]",,,,118000.0,
청담대림이-편한세상,134.24,2024-01-01 00:00:00,280000.0,,학동로77길 27,37.5208848658812,127.047788927028,"[{'전용면적(㎡)': 134.24, '거래금액(만원)': 280000.0}, {'전용면적(㎡)': 113.57, '거래금액(만원)': 226000.0}, {'전용면적(㎡)': 81.84, '거래금액(만원)': 211000.0}]",280000.0,,,,
청담대우로얄카운티6차,166.3,2022-01-01 00:00:00,330000.0,-11.52,압구정로71길 20,37.5278506371747,127.046121397919,"[{'전용면적(㎡)': 166.3, '거래금액(만원)': 330000.0}]",,,330000.0,292000.0,
청담대우멤버스카운티11차,164.99,2022-01-01 00:00:00,315000.0,,도산대로87길 23,37.526112111843,127.049989339968,"[{'전용면적(㎡)': 164.99, '거래금액(만원)': 315000.0}]",,,315000.0,,
청담대우멤버스카운티7차,144.72,2024-01-01 00:00:00,285000.0,,도산대로85길 50-14,37.5272832403219,127.051236483317,"[{'전용면적(㎡)': 144.72, '거래금액(만원)': 285000.0}]",285000.0,,,,
청담대우멤버스카운티8차,141.04,2023-01-01 00:00:00,240500.0,,도산대로85길 50-10,37.5273613217596,127.05090166925,"[{'전용면적(㎡)': 141.04, '거래금액(만원)': 240500.0}]",,,,240500.0,
청담동마크노빌,270.25,2022-01-01 00:00:00,450000.0,,도산대로59길 25,37.5255075108614,127.042214660024,"[{'전용면적(㎡)': 270.25, '거래금액(만원)': 450000.0}]",,,450000.0,,
청담동삼성1차(101동),84.57,2022-01-01 00:00:00,187000.0,-8.02,삼성로133길 20,37.5194542356183,127.047832809734,"[{'전용면적(㎡)': 84.57, '거래금액(만원)': 187000.0}, {'전용면적(㎡)': 59.4, '거래금액(만원)': 155000.0}]",172000.0,,187000.0,,
청담동현대빌라트,183.77,2024-01-01 00:00:00,319000.0,,도산대로83길 36,37.5266486809284,127.049076627181,"[{'전용면적(㎡)': 183.77, '거래금액(만원)': 319000.0}]",319000.0,,,,
청담디에브스아파트,91.68,2022-01-01 00:00:00,117562.0,-43.01,도산대로92길 28,37.522871562142,127.049142140585,"[{'전용면적(㎡)': 91.68, '거래금액(만원)': 117562.0}, {'전용면적(㎡)': 78.7, '거래금액(만원)': 96500.0}, {'전용면적(㎡)': 72.53, '거래금액(만원)': 90500.0}, {'전용면적(㎡)': 64.96, '거래금액(만원)': 85000.0}, {'전용면적(㎡)': 67.88, '거래금액(만원)': 83000.0}, {'전용면적(㎡)': 56.89, '거래금액(만원)': 67000.0}, {'전용면적(㎡)': 45.15, '거래금액(만원)': 57000.0}]",67000.0,,117562.0,96500.0,
청담로얄카운티,218.94,2024-01-01 00:00:00,569000.0,27.87,도산대로83길 27,37.5262723290545,127.048209697379,"[{'전용면적(㎡)': 218.94, '거래금액(만원)': 569000.0}, {'전용면적(㎡)': 244.95, '거래금액(만원)': 445000.0}]",569000.0,,445000.0,,
청담린든그로브,84.9979,2022-01-01 00:00:00,330000.0,,학동로97길 51,37.5227272811717,127.053165071384,"[{'전용면적(㎡)': 84.9979, '거래금액(만원)': 330000.0}]",,,330000.0,,
청담스위트,13.425,2022-01-01 00:00:00,25000.0,,학동로73길 13,37.519219367347,127.04732781145,"[{'전용면적(㎡)': 13.425, '거래금액(만원)': 25000.0}]",,,25000.0,,
청담신원아침도시마인,49.4473,2022-01-01 00:00:00,82500.0,-63.64,도산대로85길 30,37.526439666489,127.049680036198,"[{'전용면적(㎡)': 49.4473, '거래금액(만원)': 82500.0}, {'전용면적(㎡)': 27.0875, '거래금액(만원)': 36000.0}, {'전용면적(㎡)': 24.2175, '거래금액(만원)': 30000.0}]",30000.0,,82500.0,32000.0,
청담아르지움,25.65,2023-01-01 00:00:00,49000.0,-12.24,삼성로135길 15,37.5197798034295,127.048189004487,"[{'전용면적(㎡)': 25.65, '거래금액(만원)': 49000.0}, {'전용면적(㎡)': 22.57, '거래금액(만원)': 43000.0}]",43000.0,,,49000.0,
청담아이파크,110.11,2024-01-01 00:00:00,278000.0,7.34,영동대로142길 25,37.5252558695976,127.055097277182,"[{'전용면적(㎡)': 110.11, '거래금액(만원)': 278000.0}]",278000.0,,,259000.0,
청담어퍼하우스,197.73,2024-01-01 00:00:00,740000.0,9.63,학동로81길 28,37.5209391669468,127.050459187733,"[{'전용면적(㎡)': 197.73, '거래금액(만원)': 740000.0}, {'전용면적(㎡)': 200.38, '거래금액(만원)': 675000.0}]",740000.0,,675000.0,,
청담우방아파트,118.53,2024-01-01 00:00:00,210000.0,31.25,학동로 409,37.5181117293329,127.043919011624,"[{'전용면적(㎡)': 118.53, '거래금액(만원)': 210000.0}, {'전용면적(㎡)': 59.97, '거래금액(만원)': 160000.0}]",210000.0,,160000.0,,
청담자이,89.356,2024-01-01 00:00:00,450000.0,26.76,영동대로138길 12,37.5241014728573,127.057249781197,"[{'전용면적(㎡)': 89.356, '거래금액(만원)': 450000.0}, {'전용면적(㎡)': 82.365, '거래금액(만원)': 329000.0}, {'전용면적(㎡)': 50.316, '거래금액(만원)': 228000.0}]",450000.0,,355000.0,305000.0,
청담파크빌,79.7,2024-01-01 00:00:00,99000.0,,학동로 437-5,37.5190238267538,127.048713839782,"[{'전용면적(㎡)': 79.7, '거래금액(만원)': 99000.0}]",99000.0,,,,
청담현대3차아파트,109.53,2024-01-01 00:00:00,370000.0,60.17,도산대로101길 29,37.5270240644958,127.052978287839,"[{'전용면적(㎡)': 109.53, '거래금액(만원)': 370000.0}, {'전용면적(㎡)': 85.0, '거래금액(만원)': 231000.0}, {'전용면적(㎡)': 59.95, '거래금액(만원)': 190000.0}]",370000.0,,,231000.0,
청림빌,84.93,2024-01-01 00:00:00,90000.0,,논현로153길 42,37.5206447010764,127.024771186556,"[{'전용면적(㎡)': 84.93, '거래금액(만원)': 90000.0}]",90000.0,,,,
청암빌라트,163.8,2022-01-01 00:00:00,270000.0,,남부순환로391길 7,37.4924682239386,127.057174516549,"[{'전용면적(㎡)': 163.8, '거래금액(만원)': 270000.0}]",,,270000.0,,
청원,92.84,2024-01-01 00:00:00,120000.0,,도곡로69길 16,37.4984454570661,127.055951963548,"[{'전용면적(㎡)': 92.84, '거래금액(만원)': 120000.0}]",120000.0,,,,
"청학아파트에이동,비동,씨동",97.18,2024-01-01 00:00:00,152500.0,8.93,도산대로 232,37.5203808900933,127.032556608843,"[{'전용면적(㎡)': 97.18, '거래금액(만원)': 152500.0}, {'전용면적(㎡)': 85.12, '거래금액(만원)': 140000.0}]",152500.0,,,140000.0,
